tip_label,species,latin,common,harem_size,male_weight,female_weight,male_length,female_length,IUCN_rating,Abundance,BreedingType,birth_mass,breeding_season_length,lactation_length,life_span_years,latitude,rel_birth_weight,log_male_weight,log_female_weight,Longevity,Generation_time,Age_primiparity,g2,CIlow,CIup,p_val,num_alleles_mean,num_alleles_mean.CIlow,num_alleles_mean.CIhigh,num_alleles_sd,num_alleles_sd.CIlow,num_alleles_sd.CIhigh,exp_het_mean,exp_het_mean.CIlow,exp_het_mean.CIhigh,exp_het_sd,exp_het_sd.CIlow,exp_het_sd.CIhigh,obs_het_mean,obs_het_mean.CIlow,obs_het_mean.CIhigh,obs_het_sd,obs_het_sd.CIlow,obs_het_sd.CIhigh,mean_allele_size_sd,mean_allele_size_sd.CIlow,mean_allele_size_sd.CIhigh,sd_allele_size_sd,sd_allele_size_sd.CIlow,sd_allele_size_sd.CIhigh,mean_allele_size_kurtosis,mean_allele_size_kurtosis.CIlow,mean_allele_size_kurtosis.CIhigh,sd_allele_size_kurtosis,sd_allele_size_kurtosis.CIlow,sd_allele_size_kurtosis.CIhigh,mean_allele_range,mean_allele_range.CIlow,mean_allele_range.CIhigh,sd_allele_range,sd_allele_range.CIlow,sd_allele_range.CIhigh,mratio_mean,mratio_mean.CIlow,mratio_mean.CIhigh,mratio_sd,mratio_sd.CIlow,mratio_sd.CIhigh,prop_low_afs_mean,prop_low_afs_mean.CIlow,prop_low_afs_mean.CIhigh,prop_low_afs_sd,prop_low_afs_sd.CIlow,prop_low_afs_sd.CIhigh,IAM_ratio,IAM_Wilc_Exc,TPM70_ratio,TPM70_Wilc_Exc,TPM80_ratio,TPM80_Wilc_Exc,TPM90_ratio,TPM90_Wilc_Exc,SMM_ratio,SMM_Wilc_Exc,nloc,nind,short,bot,neut,common_abbr
Erignathus_barbatus,bearded_seal,Erignathus barbatus,Bearded Seal,1,265,276.36,230,230,least concern,5e5,ice,36,20,24,31,79,0.11952984925957899,2.423245873936808,2.478826128956196,11480,6935,2190,0.005876218694651936,-0.009565061589116061,0.02134606520230535,0.246,4.197153846153846,3.769230769230769,4.615384615384615,1.4453899884472512,1.0801234497346435,1.8501559185854912,0.6334995951417004,0.590242914979757,0.6748987854251012,0.1537105220878297,0.10142354128259298,0.20915082788122483,0.6122538461538461,0.5384615384615384,0.6923076923076923,0.20598126373482803,0.1386634734773256,0.26818478130400486,1.2173749581475015,1.0991145978133128,1.3402159254713906,0.6206251921963865,0.48420955582812586,0.7705014280922167,3.3410210908561,2.5493785395539783,4.528721112788276,2.007968166561503,1.0090363550322092,4.480477889379028,4.110615384615385,3.5384615384615383,4.6923076923076925,2.291226364680637,1.6640041748387433,2.846500325410855,0.8686789270914271,0.8137251984126984,0.9238212481962481,0.1482823511048586,0.107892725111354,0.18886724507055475,0.22174191086691086,0.13330128205128208,0.3051510989010989,0.19594298279065803,0.1414702402745106,0.2521493109207155,0.8461538461538461,8.5e-4,0.6153846153846154,0.34241,0.6153846153846154,0.52698,0.46153846153846156,0.81213,0.3076923076923077,0.97131,NA,NA,BS,0.216,0.784,Bearded Seal (BS)
Cystophora_cristata,hooded_seal,Cystophora cristata,Hooded Seal,1,343.18,222.5,260,206,vulnerable,662e3,ice,23,20,4,35,49,0.10836277974087162,2.5355219699029696,2.3268476989159903,12775,3650,1387,-0.0013748283758170388,-0.00506333761932035,0.0023060981006267794,0.715,6.465076923076923,5.769230769230769,7.15576923076923,2.3696686116653516,1.7971657924065616,2.9548417265486315,0.7341795481132347,0.6895050408827499,0.774910263025588,0.1746522863305372,0.12233930923722154,0.235649648861065,0.7215715506715507,0.6538461538461539,0.7923076923076923,0.20238686733374453,0.13410422735531158,0.2688465879147067,2.4601591149960544,2.2219111160403595,2.7164948213518803,1.0753613195048066,0.8780479547367618,1.2708295988737228,3.1819674153375854,2.4751800636360004,4.180692700830704,1.703171553216194,0.8005597041458924,4.3309983716807094,8.208538461538462,7.153846153846154,9.309615384615384,3.4183111418692826,2.633548324700878,4.171061777617992,0.736226567341344,0.672808037864599,0.8013041659195506,0.18652255001629076,0.13386269277848098,0.2311420580162744,0.3403294626313857,0.2313316544566545,0.4407652763902763,0.18807078637325841,0.11134233896040024,0.2501390507936515,0.8461538461538461,0.03406,0.38461538461538464,0.81213,0.3076923076923077,0.9364,0.3076923076923077,0.98669,0.07692307692307693,0.99988,13,300,HoodS,0.115,0.885,Hooded Seal (HoodS)
Phoca_vitulina,harbour_seal_waddensee,Phoca vitulina,Harbor Seal,1,80,66,145,137.5,least concern,425e3,both,10.9,90,23.9,40,44,0.1442753143613501,1.9030899869919435,1.878234468675044,15987,5414,1095,-0.009394650091466561,-0.020138604147303032,0.002887314733529615,0.898,3.1588666666666665,2.8,3.468333333333332,1.0890632193461633,0.7745966692414834,1.424612049118459,0.4795962527233115,0.4305175438596492,0.5224649122807017,0.18173341688425504,0.1399640591895653,0.2243225312752392,0.47271703703703705,0.4,0.54,0.21645805088656417,0.15796322658258458,0.27433026824874607,0.9305556315591548,0.8000187025089686,1.0552612629641849,0.44781284364610363,0.36231893919328706,0.5468611011411146,4.504119686576736,3.1895050354822443,5.96447503430722,3.983471352972594,1.783282779786055,5.827709711856819,3.0317260073260073,2.5,3.5714285714285716,1.477975364092461,1.01418510567422,1.8851198135127853,0.8319202119309262,0.7763367346938775,0.8944472789115647,0.1973820849760722,0.15748477710425215,0.233969680967536,0.19788380952380952,0.10777777777777778,0.29666666666666663,0.2094550402572471,0.15803352858616476,0.261940358700527,0.8,0.01767,0.4,0.7193,0.3333333333333333,0.91559,0.2,0.98233,0.06666666666666667,0.9995,NA,NA,HS,0.471,0.529,Harbor Seal (HS)
Halichoerus_grypus,grey_seal_orkneys,Halichoerus grypus,Grey Seal,5,233,155,216.35,180,least concern,147e3,both,16.1,60,16,46,59,0.09333333333333334,2.367355921026019,2.2367890994092927,16347,5110,1825,0.001333628451646085,-0.0032841347233394914,0.005759605013921764,0.261,5.36,4.777777777777778,6,1.3407172100363303,0.7264831572567789,1.9364916731037085,0.7373820421446841,0.6903060381072507,0.7784808460421205,0.10179507339317982,0.057261970224319274,0.16199901974058287,0.717410582010582,0.6283796296296297,0.8031018518518519,0.16127244084891068,0.08850051931548601,0.23519131981572905,2.121577975825273,1.8273245101623083,2.397973763047849,1.026279446515724,0.6637747647987922,1.4168236568334314,3.595818689434653,2.573631046713365,4.889525154934582,2.104132363404575,0.7156167567965943,4.073325439324697,7.206,6,8.002777777777775,3.1484812096032235,1.855356751253091,4.034830667825079,0.7193456289081289,0.6410131072631072,0.8010675204425204,0.23049551908088062,0.17212318027548235,0.2779452167990276,0.16820426086259418,0.037037037037037035,0.3172156084656084,0.18375758828702926,0.09521211854572803,0.25710731269902243,1,9.8e-4,0.8888888888888888,0.00293,0.8888888888888888,0.00977,0.7777777777777778,0.10156,0.4444444444444444,0.91797,9,1254,GS,0.603,0.397,Grey Seal (GS)
Phoca_hispida_hispida,arctic_ringed_seal,Pusa hispida,Ringed Seal,1,71.67,66.5,129.3,128.9,least concern,25e5,ice,5.4,60,39,46,72,0.07312119160460394,1.8553374044695403,1.8683504996479683,16790,6804,2512,8.254532925520142e-4,-0.0018828930455918377,0.003804593708881936,0.246,9.6401,8.7,10.6,2.321681381539782,1.548560603189768,3.2041639575194445,0.8803892156862745,0.8526315789473684,0.9052631578947369,0.07080586831684134,0.036813238231231546,0.11962117594594249,0.8667544444444445,0.7999444444444446,0.93,0.1156558340078486,0.06324555320336757,0.18379486753433422,3.8669041445127776,3.282337993710757,5.18641485098685,1.870949983892294,0.849580371852344,5.449047902038115,3.5142142228113755,2.5146340890911754,4.837339579864579,2.3707746422867366,0.7228915225181118,4.55394608993696,14.301406666666667,11.5,21.35125,7.849492175521295,3.165920381827681,28.245278562323218,0.7119769254747832,0.619767540485584,0.8037060826310402,0.20548202719289502,0.12869950977473496,0.28545358106354196,0.47913377644414407,0.38870478132978137,0.5662308039183039,0.15494366428095305,0.08361271079076961,0.23485903342472783,0.8,0.06543,0.4,0.83887,0.3,0.94727,0.2,0.99658,0,1,10,303,RS,0.001,0.999,Ringed Seal (RS)
Phoca_hispida_botnica,baltic_ringed_seal,Phoca hispida botnica,Baltic Ringed Seal,1,95,95,NA,NA,least concern,6500,ice,NA,NA,NA,NA,NA,NA,NA,NA,11862,6789,NA,0.005936383052168814,-0.0055176101057905465,0.022246894751937113,0.162,6.936529411764706,6.411764705882353,7.529411764705882,2.2769930587649214,1.8627537185106855,2.717284955001497,0.7941773603169934,0.7674286906157239,0.8178659523664987,0.09815932298430095,0.07192539486989208,0.13617357315151854,0.7417426937441643,0.6926184640522876,0.7895588235294118,0.21787232143990126,0.18475655738931812,0.24942296771270533,2.7945233112455607,2.6533278832134344,2.934967004007313,1.2677697529458194,1.0957182168516377,1.4244103755023847,2.9311822268340038,2.5413841994887325,3.353142804233644,1.6034972021512575,0.9442349740766357,2.7678169121830134,9.14306862745098,8.529411764705882,9.764705882352942,4.247015473787487,3.5861252233639385,4.894361980057894,0.7231025123295969,0.6826977609508036,0.7644868885814492,0.14752143239863688,0.11327799051313638,0.1793142773414682,0.3110057788616612,0.24734641583906292,0.37924522373051783,0.21985389258129687,0.16865293302401232,0.26439511668098825,0.8235294117647058,0.00467,0.4117647058823529,0.69439,0.4117647058823529,0.78466,0.35294117647058826,0.93382,0.23529411764705882,0.99667,17,21,BRS,0.377,0.623,Baltic Ringed Seal (BRS)
Phoca_hispida_saimensis,saimaa_ringed_seal,Phoca hispida saimensis,Saimaa Ringed Seal,1,59,59,132,132,endangered,280,ice,5.1,NA,56,NA,NA,NA,1.7708520116421442,NA,7665,6789,NA,-0.0012227712040495664,-0.020527601403561184,0.020536891967364454,0.541,2.416470588235294,2.176470588235294,2.6470588235294117,1.3366899315999303,0.8616628049595209,1.8747548859392102,0.337270589752929,0.2942203909427548,0.3755495356037152,0.23787009867153291,0.20592018016020106,0.26712475358095195,0.3249361111111111,0.27053921568627454,0.38235294117647056,0.25298010225256773,0.19834315074161876,0.3063152640026113,1.6734232934662168,1.4440845244467884,1.9429315033479169,1.6541828048082479,1.3309035599409769,2.0312811399020805,5.640105132616329,3.5998665837634345,7.876403364943698,5.471447452017266,2.418041480646971,7.22244984829253,5.484503055400482,4.9,6.208333333333333,4.434990843576667,3.3284488021556573,5.285244212423542,0.5218210977730756,0.47023650983519405,0.5709268707482994,0.25501022914915433,0.21536307988560419,0.299409545444273,0.12262063279857398,0.04618347338935578,0.2107843137254902,0.20718707738945266,0.12508074263145758,0.2656673814922741,0.5882352941176471,0.11234,0.5882352941176471,0.39095,0.5294117647058824,0.46326,0.5294117647058824,0.5,0.5294117647058824,0.64405,NA,NA,SRS,1,0,Saimaa Ringed Seal (SRS)
Phoca_hispida_ladogensis,lagoda_ringed_seal,Phoca hispida ladogensis,Ladoga Ringed Seal,1,47,47,NA,NA,vulnerable,4e3,ice,NA,NA,56,NA,46,NA,NA,NA,NA,6789,NA,2.781641168290161e-4,-0.008479821682384306,0.01008694717113921,0.47,6.7207647058823525,6.411764705882353,7.0588235294117645,2.2025202280764957,1.7656860023298393,2.642970699354622,0.7561024767801857,0.7430340557275541,0.7687306501547988,0.15474232560297785,0.13135912390967552,0.18080554995872627,0.7144294117647059,0.6823529411764706,0.7411764705882353,0.22620447460218235,0.20308282604367386,0.25219623545261455,2.8594052999164736,2.7147713433015674,3.0014715417127866,1.5983717814292775,1.4745785393721862,1.6907670538778437,3.128788839669826,2.727751098360238,3.847983391700488,2.0710354232870807,1.2739940123195763,3.6048761570012493,8.987129411764705,8.558823529411764,9.294117647058824,4.845546482943045,4.34136228280804,5.214106995901204,0.7575918727446764,0.7179226002755414,0.8072838928500693,0.2644183294344701,0.19041849755129153,0.4016305389467234,0.3826464306934895,0.31514939309056955,0.4470821661998132,0.18829942956665804,0.15180460585274536,0.2303777452101682,0.7058823529411765,0.10345,0.47058823529411764,0.71047,0.35294117647058826,0.87825,0.29411764705882354,0.90495,0.29411764705882354,0.99129,NA,NA,LRS,0.708,0.292,Ladoga Ringed Seal (LRS)
Monachus_monachus,mediterranean_monk_seal,Monachus monachus,Mediterranean Monk Seal,1,260,301,254.75,364.6,endangered,400,land,22,365,42,30,37,0.0763888888888889,2.4149733479708178,2.459392487759231,8651,4015,1461,0.0741802238277609,0.0021978440568634025,0.16205931232462356,0.014,2.224625,1.9375,2.4375,0.6761707171779161,0.47871355387816905,0.9105858919765157,0.38526878052223834,0.3188033814847863,0.44868585407647904,0.22133987972975838,0.16711401014016622,0.2728185978785546,0.34438901951058204,0.25204861111111115,0.4279854910714286,0.2532638999903878,0.18306918485427762,0.3283717643604725,1.2243164406729243,0.9277979014112538,1.4811933887547313,1.0680255600239006,0.7278017053248005,1.2985220389953376,4.167035569193202,2.5320694965927784,5.864997348589096,4.089501152404155,1.753761062983466,6.061964054766803,3.5137087516650016,2.7857142857142856,4.291875,2.591369490714726,1.999839485942116,3.220419996356288,0.6544267923083805,0.581432730700976,0.734913984824699,0.26910203100908037,0.23682346312601069,0.30521529418659665,0.004833333333333333,0,0.041666666666666664,0.016919765992419386,0,0.1607687083776608,0.625,0.01932,0.5625,0.18773,0.5625,0.28094,0.5625,0.39098,0.5625,0.56987,16,109,MMS,1,0,Mediterranean Monk Seal (MMS)
Monachus_schauinslandi,hawaiian_monk_seal,Monachus schauinslandi,Hawaiian Monk Seal,1,173,265,214.2,233.7,endangered,1209,land,10.7,120,38,30,28,0.03985102420856611,2.2380461031287955,2.428944290035574,10950,5475,NA,0.01290770831197352,0.007578695171114769,0.018325977779552537,0.001,2.725111111111111,2.5,2.9444444444444446,0.9997737566385994,0.6978023391872252,1.3394467690277294,0.4630346032111641,0.4190379587064314,0.5060802385966858,0.18075069304740582,0.13494343120603783,0.22820985798216314,0.4561632495590829,0.383479938271605,0.5333333333333333,0.21679803641457254,0.15930426702053097,0.27612637228327047,1.4510390092842695,1.246094805991744,1.613207630528702,0.879028679192006,0.6547643549482767,1.0831334187707247,3.6299389654757714,2.5522211475103087,5.10211808471005,3.2603357979009826,1.3968476362860343,5.381804530955082,4.132088258636788,3.6666666666666665,4.555555555555555,2.6240086947817556,2.0857167172804734,3.2204406885722956,0.6113910912822035,0.5864572310405644,0.6428171361137046,0.21139120764042033,0.1915521794522677,0.23287787912696298,0.053502513227513225,0,0.12962962962962962,0.11839438882997814,0,0.21688299840942782,0.9444444444444444,2e-5,0.8333333333333334,0.00237,0.7222222222222222,0.00797,0.7222222222222222,0.05419,0.4444444444444444,0.51694,18,2386,HMS,1,0,Hawaiian Monk Seal (HMS)
Mirounga_angustirostris,nes,Mirounga angustirostris,Northern Elephant Seal,13,2275,513,450,295,least concern,22e4,land,40,70,26,20,37,0.07992007992007992,3.3569814009931314,2.6994040818153375,7406,3184,1460,0.010162809231997416,-0.00221070550052938,0.023198998938189146,0.023,2.2702285714285715,2.1714285714285713,2.3714285714285714,0.5691321825209166,0.45834924851410563,0.6761234037828132,0.41324780916832443,0.3844009779350337,0.4413059302668435,0.17738447607076466,0.15089125128093875,0.20246965435883207,0.399996746031746,0.349421485260771,0.45206349206349206,0.22697257725999456,0.18398391032192582,0.2673813847923877,0.9580801089904322,0.8652046164750096,1.0300487785024535,0.7427392204017061,0.626887861750849,0.8654651687690323,3.6426610529525734,2.595694501514077,4.931602135527288,4.108881215444959,1.9701593405476348,5.916782498693695,2.5085677164707527,2.303030303030303,2.6363636363636362,1.9826331358089515,1.6922282244532987,2.0891772806946114,0.7897384275750255,0.76743411578341,0.8134965437788019,0.2536394361569612,0.23291448014207145,0.2676290515145823,0.05901904761904762,0.016666666666666666,0.10958333333333328,0.1430590371492795,0.07850136932560092,0.19605037169702444,0.9142857142857143,0,0.8857142857142857,0,0.8857142857142857,0,0.8571428571428571,0,0.8285714285714286,1e-5,NA,NA,NES,0.995,0.005,Northern Elephant Seal (NES)
Mirounga_leonina,ses,Mirounga leonina,Southern Elephant Seal,48,3510,503,467,270,least concern,65e4,land,40,60,25,23,54,0.07744433688286544,3.545307116465824,2.7130703258556395,8280,3468,1460,-0.0023776351582294186,-0.008372799168604202,0.00298698774891879,0.723,5.985692307692307,5.461538461538462,6.461538461538462,1.8408356214524002,1.325175147383734,2.4153620171035475,0.7707353073483104,0.7376315789473684,0.797995951417004,0.10815187313727459,0.06970774425223555,0.1626954420270337,0.7608623931623931,0.7,0.823076923076923,0.15627888662156003,0.09922938078416946,0.21838568563966754,2.2125281225680125,2.0255289295356955,2.412160359988342,1.004999704913204,0.852053620317883,1.1615448733401295,2.774401848710889,2.238168211742617,3.4810810772250487,1.6544168715462875,0.7579294554377115,3.0765789916083626,7.172815384615385,6.3076923076923075,7.923076923076923,3.0852455159867977,2.4337266972065468,3.7893237337253676,0.7781529772602589,0.7090351484264528,0.8499228579391622,0.18704502893232433,0.13910953617721283,0.2376634976138694,0.2537618975042052,0.1612576312576313,0.3355112942612942,0.1889303724749099,0.12910293254440555,0.24539513129790533,0.9230769230769231,1.2e-4,0.8461538461538461,0.01331,0.8461538461538461,0.02393,0.7692307692307693,0.0636,0.46153846153846156,0.70605,NA,NA,SES,0.467,0.533,Southern Elephant Seal (SES)
Ommatophoca_rossii,ross_seal,Ommatophoca rossii,Ross Seal,1,173.8,185,199,214.6,least concern,22e4,ice,27,60,30,21,70,0.15472779369627507,2.2400497721126476,2.241795431295199,7665,4015,1278,0.01379340543880092,5.1642961271370755e-5,0.028223260430084305,0.011,7.233666666666666,6.555555555555555,8,3.7232220220677243,2.876991964596937,4.6312636772460305,0.730544910751825,0.6772248022015824,0.7707602339181286,0.21406775083032903,0.15131839696515517,0.28380572525784875,0.7307506172839506,0.6333333333333333,0.8222222222222222,0.2184616580442119,0.13628402850142574,0.2990796607640178,2.254665222041032,1.9217458231634554,2.5822421771038124,1.3940681322433564,1.02063368180012,1.7726485257072309,4.054743935254857,2.988926037944941,5.581217851802929,2.564520852602109,0.8091020231867566,5.130733429615099,8.297430357142858,7.039616402116402,9.5,5.082853580200722,3.7758139271838718,6.27239031517568,0.8254517138168026,0.7281124548481203,0.9417311047225907,0.2384877609886892,0.13990684867285824,0.40820046573270236,0.3709042341191851,0.22514911014911015,0.4954728835978836,0.23392784061592564,0.1409011745032988,0.307670988093894,0.7777777777777778,0.08203,0.3333333333333333,0.75195,0.3333333333333333,0.82031,0.2222222222222222,0.99023,0.1111111111111111,0.99902,9,90,RoS,0.004,0.996,Ross Seal (RoS)
Lobodon_carcinophagus,crabeater_seal,Lobodon carcinophagus,Crabeater Seal,1,220.5,224,226,228.5,least concern,4e6,ice,30.7,45,17,39,65,0.1370535714285714,2.3434085938038574,2.3502480183341627,14235,5475,1825,4.002418822923737e-5,-0.004269456429457085,0.004783839467836569,0.492,8.760142857142856,7.853571428571431,9.714285714285714,2.650111458452388,1.864454471471609,3.4368444975562698,0.8612468217111406,0.8300685537372844,0.8879699248120301,0.09456331342113913,0.053733452030331454,0.145231341866102,0.8525138888888889,0.771388888888889,0.9285714285714286,0.1400859429683827,0.06900655593423541,0.2340126166724879,3.5882744594369513,3.139370579468957,4.044658111894391,1.6189210758997377,1.2606989697202617,1.9891528772650946,2.959846353098158,2.2104931876456435,4.0150996274216215,1.410377256124424,0.4964410190799246,2.952949453296112,12.355,10.428571428571429,14,5.243164377193993,3.7285891384892884,6.506955085076296,0.7006259187669296,0.6168239863728585,0.7840122534107496,0.16570767784969223,0.08924521516706974,0.2305606627889766,0.38088086278800565,0.24047052154195012,0.5046250773036487,0.1872706143050521,0.08109331869568467,0.28812086638561785,1,0.00391,0.7142857142857143,0.02734,0.7142857142857143,0.1875,0.5714285714285714,0.46875,0.14285714285714285,0.98828,7,303,CS,0.084,0.916,Crabeater Seal (CS)
Hydrurga_leptonyx,leopard_seal,Hydrurga leptonyx,Leopard Seal,1,324,367,287,322.48,least concern,35500,ice,35,100,29,26,54,0.09536784741144415,2.510545010206612,2.5646660642520893,9490,5110,1461,-0.0035258292936500846,-0.007993846691748277,0.0013207814057734687,0.889,6.731357142857143,6.071428571428571,7.357142857142857,2.6309372783225506,2.081940671032367,3.204134264506738,0.7327299503637794,0.6956719924812029,0.7684018870706177,0.2099612630598068,0.1522492011183421,0.26573383315088356,0.7255086734693877,0.6690476190476191,0.7849206349206349,0.23552772750070547,0.17303659519014067,0.2994695245486972,2.7603765915124483,2.365293221930438,3.1418042164532087,1.9285706853078295,1.4073496707447308,2.4229540393747135,4.495532259817277,3.383440800506082,5.8747089429351105,2.9262195933225432,1.4541454673161696,4.91973655344913,9.849498822605966,8.428571428571429,11.307692307692308,6.413505186351944,4.925639971384427,7.66797248284243,0.7216452692117106,0.6398512900143334,0.8024955471012128,0.2243565342169435,0.16421137231761013,0.3004530043892204,0.3349302958945816,0.23551986703772418,0.4358850623582766,0.20901228806406905,0.14333806099970944,0.2662081688509615,0.7857142857142857,0.01227,0.35714285714285715,0.85211,0.35714285714285715,0.92346,0.2857142857142857,0.98987,0.14285714285714285,0.99985,14,150,LS,0.143,0.857,Leopard Seal (LS)
Leptonychotes_weddellii,weddell_seal,Leptonychotes weddellii,Weddell Seal,3,360,376,250,259.5,least concern,633e3,ice,28.5,45,50,25,77,0.0692588092345079,2.5563025007672873,2.6143698395482886,9125,4015,1825,0.0030566472737203476,7.613764737316485e-5,0.006384444159926417,0.026,6.341933333333333,5.733333333333333,6.933333333333334,2.0688835105067507,1.6384500658824117,2.5261959323898284,0.7346925100332531,0.6964561403508773,0.7719473684210527,0.168573606197005,0.1195322409520614,0.22163263928527008,0.7256540740740741,0.6533333333333333,0.7933333333333333,0.20042697417392843,0.13732131246511906,0.25632164351737885,2.147098828124093,1.8694916175170626,2.4762791658673917,0.8844925372524038,0.5868755747622153,1.3867966123728872,3.8583493956141885,2.9781241838215045,4.906872662325247,2.4181904123304765,1.140257398487485,4.260772758533179,7.7561825396825395,6.6,9.2,3.3661957450037727,2.0511875114671474,5.964422200065133,0.7599864378817561,0.6897571235125582,0.8331397135079077,0.1957852197607634,0.13493722128249835,0.25988065412415057,0.34715322843822843,0.26434656084656083,0.4383888888888889,0.1922401460205101,0.12812003782131606,0.24835424567785358,0.8666666666666667,0.00623,0.4,0.7894,0.3333333333333333,0.93973,0.3333333333333333,0.99246,0.06666666666666667,0.99998,NA,NA,WS,0.193,0.807,Weddell Seal (WS)
